2.507839538156986237e-02 3.607108443975448608e-02 3.737162798643112183e-02 2.464505285024642944e-02 4.091467708349227905e-02
1.433396479114890099e-03 1.797935809008777142e-03 1.214660820551216602e-03 1.187579357065260410e-03 1.111055607907474041e-03
3.872051835060119629e-03 3.185894340276718140e-03 3.802405670285224915e-03 3.311754204332828522e-03 3.287503030151128769e-03
5.232590716332197189e-03 5.430805496871471405e-03 7.453367114067077637e-03 4.653194453567266464e-03 7.208085153251886368e-03
7.993369945324957371e-04 6.050902302376925945e-04 8.687751251272857189e-04 6.529412348754703999e-04 7.206364534795284271e-04
3.433418925851583481e-03 2.797067165374755859e-03 2.885966794565320015e-03 2.848777687177062035e-03 3.430136013776063919e-03
8.357656770385801792e-04 9.066419443115592003e-04 6.695128977298736572e-04 9.832748910412192345e-04 1.090930192731320858e-03
1.300949603319168091e-03 9.774750797078013420e-04 1.258662785403430462e-03 1.443345099687576294e-03 1.377541222609579563e-03
3.398059634491801262e-03 5.481648724526166916e-03 3.140327520668506622e-03 2.674227813258767128e-03 2.827351680025458336e-03
1.489201677031815052e-03 1.597093767486512661e-03 1.879441551864147186e-03 9.068180806934833527e-04 1.258719596080482006e-03
6.373827345669269562e-03 7.938416674733161926e-03 6.844094023108482361e-03 5.640566814690828323e-03 6.537715904414653778e-03
3.152727708220481873e-02 3.218320384621620178e-02 3.400442749261856079e-02 3.926154598593711853e-02 2.498458884656429291e-02
6.328995223157107830e-04 9.584130020812153816e-04 7.033846923150122166e-04 6.878615822643041611e-04 7.928789127618074417e-04
1.203922834247350693e-02 1.370738260447978973e-02 1.086129993200302124e-02 1.184264943003654480e-02 1.050925347954034805e-02
2.191534731537103653e-03 2.228403231129050255e-03 2.388344379141926765e-03 1.770359231159090996e-03 2.942628460004925728e-03
1.473990152589976788e-03 1.733356039039790630e-03 1.832854817621409893e-03 1.957083120942115784e-03 1.553812064230442047e-03
8.347565308213233948e-04 1.159212319180369377e-03 1.008145278319716454e-03 1.005450380034744740e-03 1.123177702538669109e-03
4.935376811772584915e-03 3.355306340381503105e-03 2.435356611385941505e-03 3.792122239246964455e-03 3.720695618540048599e-03
8.722500875592231750e-03 9.804992005228996277e-03 1.076847035437822342e-02 6.501842755824327469e-03 7.602937519550323486e-03
9.437333792448043823e-04 5.731845740228891373e-04 6.045233458280563354e-04 6.110783433541655540e-04 6.568581447936594486e-04
4.400278441607952118e-03 5.458447150886058807e-03 6.484118755906820297e-03 6.076268851757049561e-03 5.943858996033668518e-03
3.227647859603166580e-03 3.010950284078717232e-03 2.269678516313433647e-03 2.787914127111434937e-03 2.226948970928788185e-03
3.838636213913559914e-03 3.592005232349038124e-03 4.027389921247959137e-03 3.668120130896568298e-03 4.656998440623283386e-03
1.418658299371600151e-03 1.925842138007283211e-03 1.720722648315131664e-03 1.606043195351958275e-03 1.234116731211543083e-03
2.170385560020804405e-03 2.889036899432539940e-03 2.745070960372686386e-03 2.257524989545345306e-03 3.717355662956833839e-03
4.469183040782809258e-04 5.360179347917437553e-04 4.899938940070569515e-04 5.867705331183969975e-04 4.250156343914568424e-04
6.028958130627870560e-03 6.284066941589117050e-03 5.704964976757764816e-03 4.363085608929395676e-03 6.051053758710622787e-03
5.352916661649942398e-03 6.431862246245145798e-03 6.748648826032876968e-03 5.674265325069427490e-03 6.221659481525421143e-03
1.074411533772945404e-02 1.012393459677696228e-02 1.295068114995956421e-02 1.000081468373537064e-02 1.313892938196659088e-02
1.016180869191884995e-02 1.112431846559047699e-02 9.518722072243690491e-03 8.815768174827098846e-03 1.095019560307264328e-02
5.764999659731984138e-04 1.117338309995830059e-03 1.039673923514783382e-03 1.056937733665108681e-03 1.081481343135237694e-03
1.222756924107670784e-03 1.889413339085876942e-03 2.093956107273697853e-03 1.991976518183946609e-03 1.545437960885465145e-03
1.399987377226352692e-03 1.224254374392330647e-03 1.258932752534747124e-03 1.233429531566798687e-03 2.080929465591907501e-03
2.361892024055123329e-03 3.386955708265304565e-03 3.860684344545006752e-03 2.441450022161006927e-03 2.629257040098309517e-03
3.752259165048599243e-02 4.641776904463768005e-02 4.614236205816268921e-02 4.199119284749031067e-02 3.447098657488822937e-02
3.248038701713085175e-03 4.111518152058124542e-03 3.577755531296133995e-03 3.118766006082296371e-03 3.789166221395134926e-03
1.798457582481205463e-03 1.969352131709456444e-03 1.329837949015200138e-03 2.178118564188480377e-03 1.728540402837097645e-03
1.891454914584755898e-03 3.110323566943407059e-03 1.601225696504116058e-03 2.075488446280360222e-03 1.873542205430567265e-03
1.438746810890734196e-03 1.742149004712700844e-03 1.559290103614330292e-03 1.461465260945260525e-03 1.510832691565155983e-03
9.306918829679489136e-03 9.935053065419197083e-03 8.014672435820102692e-03 1.064537931233644485e-02 8.860721252858638763e-03
3.693110309541225433e-03 2.980158198624849319e-03 3.182665677741169930e-03 2.539091743528842926e-03 2.806254895403981209e-03
1.575641334056854248e-03 1.022257492877542973e-03 1.231275149621069431e-03 1.021531992591917515e-03 1.249726978130638599e-03
2.937028650194406509e-03 3.289639949798583984e-03 3.174612065777182579e-03 2.924795029684901237e-03 3.066895529627799988e-03
4.596950486302375793e-03 5.949041806161403656e-03 6.729716900736093521e-03 8.176461793482303619e-03 5.491278134286403656e-03
2.896590856835246086e-03 3.481243038550019264e-03 3.609539009630680084e-03 2.845697337761521339e-03 3.075250890105962753e-03
7.409507408738136292e-03 6.094254087656736374e-03 6.106366403400897980e-03 5.685804411768913269e-03 5.784668959677219391e-03
2.714704954996705055e-03 3.838841803371906281e-03 2.206731587648391724e-03 2.654672833159565926e-03 1.847857842221856117e-03
1.120666274800896645e-03 6.827934994362294674e-04 1.091507612727582455e-03 9.007432381622493267e-04 8.195094414986670017e-04
1.657594460994005203e-03 1.440436346456408501e-03 1.894400222226977348e-03 1.575207104906439781e-03 1.855284674093127251e-03
4.692253470420837402e-02 4.429682344198226929e-02 3.386821225285530090e-02 5.473477765917778015e-02 4.161374270915985107e-02
