5.661847069859504700e-03 1.663052104413509369e-02 1.382596790790557861e-03 1.540290657430887222e-03 3.553064074367284775e-03 9.653533808887004852e-03 2.210871875286102295e-02 1.569500745972618461e-04 1.052346453070640564e-02 9.049139334820210934e-04 6.906528142280876637e-04 9.996207663789391518e-04 6.843870505690574646e-04 4.305553738959133625e-04 2.510972553864121437e-04 9.782668203115463257e-04 9.387685568071901798e-04 1.676327665336430073e-04 1.214875141158699989e-03 6.242520175874233246e-03 1.203162013553082943e-03 2.807719283737242222e-04 3.169703704770654440e-04 6.986837834119796753e-04 2.892409393098205328e-04 2.038694452494382858e-03 1.377228647470474243e-03 9.323313832283020020e-03 4.652102652471512556e-04 2.504861040506511927e-04 9.393045911565423012e-05 9.974353015422821045e-04 1.010090694762766361e-03 8.982017607195302844e-05 4.494206979870796204e-03 7.705809548497200012e-04 1.993063464760780334e-02 1.801058463752269745e-02 1.957992644747719169e-04 8.659437298774719238e-05 6.828582263551652431e-05 1.567798317410051823e-03 2.749325940385460854e-04 3.981781483162194490e-04 3.261710808146744967e-04 1.284147379919886589e-03 1.461178157478570938e-02 3.190599672961980104e-04 1.768415677361190319e-04 1.009927800623700023e-04
2.912067611759994179e-05 2.578252133389469236e-05 2.180912633775733411e-05 2.116541145369410515e-05 4.012051795143634081e-05 1.602626070962287486e-05 1.885745223262347281e-05 2.540993773436639458e-05 2.274675716762430966e-05 1.046049146680161357e-04 2.548965676396619529e-05 2.247981865366455168e-05 1.980269189516548067e-05 2.382484126428607851e-05 2.373156894464045763e-05 2.320793282706290483e-05 5.084092481411062181e-05 2.487226265657227486e-05 4.014240039396099746e-05 2.626723835419397801e-05 1.653091312618926167e-04 2.145679172826930881e-05 2.511252023396082222e-05 2.776629844447597861e-05 2.354692514927592129e-05 1.374188141198828816e-04 2.654781746969092637e-05 2.044080611085519195e-05 2.475204564689192921e-05 2.037979538727086037e-05 2.273196514579467475e-05 2.340706123504787683e-05 2.319830309716053307e-05 2.516716267564333975e-05 2.093934926961082965e-05 2.792905615933705121e-05 2.583917739684693515e-05 1.613316999282687902e-05 4.279259883332997561e-05 2.167317688872572035e-05 3.267629290348850191e-05 4.064192035002633929e-05 2.275539009133353829e-05 2.335111457796301693e-05 7.019530981779098511e-03 1.892426553240511566e-05 2.120075259881559759e-05 2.048962960543576628e-05 2.488848440407309681e-05 2.568022136983927339e-05
6.690402369713410735e-05 7.809486123733222485e-05 9.877733100438490510e-05 6.173847941681742668e-05 1.002082834020256996e-03 1.691793440841138363e-04 2.876036334782838821e-03 8.604110189480707049e-05 5.898540621274150908e-05 3.540276156854815781e-05 4.977583739673718810e-05 1.172617412521503866e-04 1.777050201781094074e-04 1.087099080905318260e-03 6.940268212929368019e-05 1.381964539177715778e-04 7.900371565483510494e-04 3.385172385605983436e-05 1.253216760233044624e-04 1.097286294680088758e-04 2.482858544681221247e-04 4.212542844470590353e-04 6.131623376859351993e-05 1.283879246329888701e-04 1.100700814276933670e-03 4.566456191241741180e-04 7.674183580093085766e-04 7.612232730025425553e-05 1.233603106811642647e-04 2.032700103882234544e-05 1.906144170789048076e-04 1.086881893570534885e-04 7.768509385641664267e-05 3.850111534120514989e-05 2.484029100742191076e-04 1.114523838623426855e-04 2.702445024624466896e-03 4.779304144904017448e-04 1.413319550920277834e-04 4.370287642814218998e-04 5.131545549375005066e-05 5.140887151355855167e-05 1.566440041642636061e-04 1.393799204379320145e-03 4.186533624306321144e-05 1.248274929821491241e-04 2.407469582976773381e-04 6.041896413080394268e-04 1.390565303154289722e-03 2.763629890978336334e-04
3.708891381393186748e-05 2.634833072079345584e-05 6.852790247648954391e-04 1.122149042203091085e-04 2.003815770149230957e-02 4.749131621792912483e-04 3.726716386154294014e-05 3.936404362320899963e-03 3.132867641397751868e-05 2.167923958040773869e-04 3.726270733750425279e-05 2.238009801658336073e-05 2.631627103255596012e-05 2.804370524245314300e-05 3.343272692291066051e-05 5.029110616305842996e-05 2.188690268667414784e-05 3.630937862908467650e-05 9.994145511882379651e-05 3.611921056290157139e-05 1.423591602360829711e-04 2.170260631828568876e-05 8.700600301381200552e-05 1.823730272008106112e-04 2.902456617448478937e-05 3.879198629874736071e-04 2.987970401591155678e-05 3.656812987173907459e-05 1.002895223791711032e-04 5.185404006624594331e-05 2.739078809099737555e-05 2.474649227224290371e-05 2.423023033770732582e-05 6.973536801524460316e-05 3.338493115734308958e-05 8.493538916809484363e-05 2.506583223294001073e-05 8.700622129254043102e-04 2.170870720874518156e-05 2.585001129773445427e-05 3.105344512732699513e-05 2.136377406714018434e-05 9.914655674947425723e-05 4.844939394388347864e-05 6.846624310128390789e-04 2.712430068640969694e-05 3.219335849280469120e-05 3.985551302321255207e-05 5.992312071612104774e-05 4.657544923247769475e-05
2.290173870278522372e-05 2.382499769737478346e-05 2.146598671970423311e-05 2.046838926617056131e-05 1.752599382598418742e-05 1.611032894288655370e-05 1.884345510916318744e-05 2.508350553398486227e-05 2.370974289078731090e-05 2.260156179545447230e-05 2.454899731674231589e-05 2.203587973781395704e-05 1.945463191077578813e-05 2.288383984705433249e-05 2.451417640259023756e-05 2.336058969376608729e-05 2.052424133580643684e-05 3.449335781624540687e-05 2.034245881077367812e-05 1.798649100237526000e-05 2.355278957111295313e-05 6.191118882270529866e-05 2.273519203299656510e-05 2.480911462043877691e-05 2.419477095827460289e-05 1.852341665653511882e-05 2.662631959537975490e-05 2.001010579988360405e-05 2.268295247631613165e-05 2.140978540410287678e-05 2.268616299261339009e-05 2.581343142082914710e-05 4.185681973467580974e-05 2.521547139622271061e-05 2.051108822342939675e-05 1.869132393039762974e-05 2.137527735612820834e-05 1.543239704915322363e-05 2.128637788700871170e-05 5.725608207285404205e-05 6.142954225651919842e-05 2.071619564958382398e-05 2.246762960567139089e-05 2.159327232220675796e-05 2.290556767547968775e-05 1.814546703826636076e-05 1.906273610075004399e-05 3.495923709124326706e-03 2.435358692309819162e-05 2.307062459294684231e-05
3.616779940784908831e-05 4.383814666653051972e-05 2.191407111240550876e-05 1.896596659207716584e-04 1.921093098644632846e-05 1.979164335352834314e-05 9.373521606903523207e-05 2.698749449336901307e-05 1.093375976779498160e-04 2.620932878926396370e-03 6.809832528233528137e-03 2.353252421016804874e-05 7.204036228358745575e-05 1.989547017728909850e-04 3.010126965818926692e-05 3.396041938685812056e-05 2.730513006099499762e-05 9.471564408158883452e-05 5.128911652718670666e-05 2.711132110562175512e-04 2.717242932703811675e-05 2.259058783238288015e-05 7.952771557029336691e-05 2.549254713812842965e-05 3.479468432487919927e-05 1.329340622760355473e-03 2.963318183901719749e-05 5.016176510252989829e-05 4.197736416244879365e-05 1.853922913142014295e-05 2.685786057554651052e-05 2.831265919667202979e-05 9.555967408232390881e-04 6.969141395529732108e-05 2.867848888854496181e-05 2.853221667464822531e-04 2.218263944087084383e-05 5.512191564776003361e-04 8.047867595450952649e-05 3.451605516602285206e-05 8.062495180638507009e-05 2.653759205713868141e-03 1.523317332612350583e-04 8.122721919789910316e-05 4.412429188960231841e-05 2.811677695717662573e-04 2.408215223113074899e-04 2.506018245185259730e-05 2.526400021451991051e-05 3.960392132285051048e-05
2.771122381091117859e-04 2.564369060564786196e-05 2.388782377238385379e-05 2.324817614862695336e-05 4.793836269527673721e-04 1.767533649399410933e-05 5.131206489750184119e-05 2.875252539524808526e-05 5.961668648524209857e-05 4.823638300877064466e-05 9.871648944681510329e-05 4.308496136218309402e-05 3.176450263708829880e-05 6.690508598694577813e-05 4.555780105874873698e-05 1.498403144069015980e-04 2.593934550532139838e-05 2.654169475135859102e-05 4.473681110539473593e-05 5.065518053015694022e-05 4.634904689737595618e-05 1.686004543444141746e-04 2.373836468905210495e-05 3.564954749890603125e-05 2.937884346465580165e-05 1.820420293370261788e-04 2.754563502094242722e-05 3.107719021500088274e-05 6.334061617963016033e-05 2.163427234336268157e-05 2.307010799995623529e-05 2.366165790590457618e-05 2.426985884085297585e-05 7.589066517539322376e-04 6.692032911814749241e-05 3.020747863047290593e-05 2.446990220050793141e-05 2.079941623378545046e-05 4.040996645926497877e-05 2.620308623590972275e-05 1.526157138869166374e-04 2.129649874405004084e-05 1.899164053611457348e-03 2.526336902519688010e-05 3.101568654528819025e-05 1.131386379711329937e-04 3.943145566154271364e-05 2.166188278351910412e-05 2.321156935067847371e-04 2.645864879013970494e-05
2.461824078636709601e-05 7.425618241541087627e-05 7.649011240573599935e-05 2.470606159477028996e-05 4.821838228963315487e-04 1.879630144685506821e-05 1.951583544723689556e-05 5.180316293262876570e-05 1.230947964359074831e-04 4.010891425423324108e-04 3.389571429579518735e-05 2.431027678539976478e-05 1.194477954413741827e-04 6.103939085733145475e-05 2.577220220700837672e-05 3.049247425224166363e-05 4.898628103546798229e-04 7.905522943474352360e-05 1.316580688580870628e-03 2.616098936414346099e-05 1.882066717371344566e-04 1.594743574969470501e-03 1.557996147312223911e-04 3.079808448092080653e-05 5.194735422264784575e-05 7.498830382246524096e-05 6.409102206816896796e-05 9.988708916353061795e-05 1.962980459211394191e-04 2.142013909178785980e-05 1.581806136528030038e-04 2.781749572022818029e-05 2.975203096866607666e-05 1.192177514894865453e-04 3.575664304662495852e-04 2.543669870647136122e-05 3.153610668960027397e-05 8.061782136792317033e-05 3.638432099251076579e-05 4.864011425524950027e-04 2.040024446614552289e-05 6.582342030014842749e-05 6.384286098182201385e-05 2.636969293234869838e-05 2.863151712517719716e-05 6.454487447626888752e-05 4.407198139233514667e-05 2.708302781684324145e-05 2.737455542956013232e-05 2.372379458392970264e-05
3.842693695332854986e-04 6.872668018331751227e-05 6.564903305843472481e-04 9.817890822887420654e-04 1.430578995496034622e-04 1.187027432024478912e-03 9.104789933189749718e-04 6.186011160025373101e-05 7.184617425082251430e-05 2.274166792631149292e-03 4.283603630028665066e-05 1.072475424734875560e-04 4.976229975000023842e-04 2.077275130432099104e-04 6.642905646003782749e-05 1.734007382765412331e-04 2.767304831650108099e-04 3.086642755079083145e-05 5.227280416875146329e-05 1.387278025504201651e-04 6.807512254454195499e-04 1.033173641189932823e-03 9.308253356721252203e-05 1.182092237286269665e-04 5.837860589963383973e-05 3.573230060283094645e-04 2.701490011531859636e-04 5.757728285971097648e-05 9.801894339034333825e-05 5.307391256792470813e-05 8.803575474303215742e-05 7.955783512443304062e-04 9.654476161813363433e-05 2.005611604545265436e-04 4.468333791010081768e-04 4.116704440093599260e-05 1.136443243012763560e-04 1.254987437278032303e-04 1.574447727762162685e-03 2.779353235382586718e-04 3.829401975963264704e-05 1.329959923168644309e-04 6.046554190106689930e-04 3.031747648492455482e-03 5.483087079483084381e-05 4.852900747209787369e-04 7.203216955531388521e-05 3.566877785488031805e-05 1.805445062927901745e-04 1.051049475790932775e-04
2.377643431827891618e-05 3.129260585410520434e-05 3.522912084008567035e-05 2.976479845528956503e-05 2.067034438368864357e-05 2.041380685113836080e-05 1.936102307809051126e-05 2.749417944869492203e-05 2.337666592211462557e-05 2.294751720910426229e-05 2.575018152128905058e-05 5.164060276001691818e-04 2.922920430137310177e-05 2.160666372219566256e-05 2.508304169168695807e-05 2.329712697246577591e-05 2.458959352225065231e-05 2.513636172807309777e-05 2.477076122886501253e-05 2.700108052522409707e-05 8.998639532364904881e-05 2.417015639366582036e-05 2.369514186284504831e-05 9.048709762282669544e-05 2.403704638709314167e-05 2.692052476049866527e-05 2.571936056483536959e-05 3.697146894410252571e-05 2.589614996395539492e-05 1.871624044724740088e-05 2.263691931148059666e-05 3.847542757284827530e-05 2.499254151189234108e-05 3.254146577091887593e-05 2.148150451830588281e-05 2.008594310609623790e-05 2.638295154611114413e-05 1.828711174312047660e-05 2.671813417691737413e-04 5.783530286862514913e-05 2.008842056966386735e-05 4.819228342967107892e-05 2.420565397187601775e-05 1.020715208142064512e-04 2.264597969769965857e-05 2.750784005911555141e-05 1.906853503896854818e-05 2.169263461837545037e-05 7.453143596649169922e-03 2.536371539463289082e-05
