1.527338773012161255e-01 1.028445363044738770e+00 7.298201560974121094e+00 2.852430343627929688e-01 4.259967803955078125e-01 1.130428910255432129e+00 1.243952870368957520e+00 3.624639749526977539e+00 1.252771615982055664e-01 3.043601512908935547e+00
5.132839679718017578e+00 3.284617900848388672e+00 2.071263492107391357e-01 1.661202907562255859e+00 1.056161299347877502e-01 1.995021820068359375e+00 1.054579988121986389e-01 1.507309556007385254e+00 1.127227470278739929e-01 2.072487473487854004e-01
9.913412928581237793e-01 6.656857728958129883e-01 5.458815574645996094e+00 1.641253083944320679e-01 3.970801353454589844e+00 5.938004255294799805e-01 1.018045783042907715e+00 9.074810028076171875e+00 1.646929681301116943e-01 2.062865197658538818e-01
1.714893877506256104e-01 9.191931784152984619e-02 1.041834205389022827e-01 1.163156181573867798e-01 1.102024912834167480e-01 2.346409559249877930e-01 1.635445475578308105e+00 3.726287186145782471e-01 1.113751977682113647e-01 1.242796182632446289e-01
1.114407107234001160e-01 9.112118184566497803e-02 1.021637991070747375e-01 1.187105551362037659e-01 1.012985557317733765e-01 1.164268031716346741e-01 6.940467357635498047e+00 1.008872091770172119e-01 2.333888560533523560e-01 1.179769188165664673e-01
1.550503253936767578e+00 9.905485808849334717e-02 1.032596901059150696e-01 3.129258394241333008e+00 1.008792638778686523e+00 1.208117827773094177e-01 2.968139350414276123e-01 2.337071895599365234e+00 1.236606687307357788e-01 1.201710626482963562e-01
1.778687834739685059e+00 3.354088783264160156e+00 9.639126777648925781e+00 4.509827613830566406e+00 1.933071494102478027e+00 4.086650848388671875e+00 3.229673147201538086e+00 6.461697578430175781e+00 2.097727537155151367e+00 1.760565400123596191e+00
2.259023338556289673e-01 6.469928026199340820e-01 5.939555168151855469e+00 3.091613054275512695e+00 1.078049421310424805e+00 1.500561952590942383e+00 2.929472625255584717e-01 8.244897842407226562e+00 1.195482850074768066e+00 3.738116025924682617e+00
1.131871044635772705e-01 1.274228572845458984e+00 1.105923175811767578e+00 1.154692918062210083e-01 4.476932287216186523e-01 1.283698529005050659e-01 1.012450605630874634e-01 1.012561768293380737e-01 1.133657097816467285e-01 1.403395086526870728e-01
1.388887315988540649e-01 7.448292970657348633e-01 1.034918129444122314e-01 1.219535022974014282e-01 1.871951222419738770e-01 1.189228668808937073e-01 1.271016240119934082e+00 1.020931750535964966e-01 1.129993498325347900e-01 1.654916048049926758e+00
1.269436031579971313e-01 1.625073403120040894e-01 2.255945682525634766e+00 1.175791993737220764e-01 3.377794027328491211e-01 2.120348513126373291e-01 1.006518453359603882e-01 5.883812427520751953e+00 1.116368919610977173e-01 1.297847926616668701e-01
1.142122626304626465e+00 2.949604511260986328e+00 9.764511585235595703e-01 2.842324674129486084e-01 5.117120265960693359e+00 1.872194409370422363e-01 4.198423624038696289e-01 1.532543301582336426e+00 1.296876072883605957e-01 3.402442693710327148e+00
8.761346936225891113e-01 9.605970978736877441e-02 7.414703369140625000e-01 1.180660575628280640e-01 5.876346111297607422e+00 2.297422736883163452e-01 2.461760342121124268e-01 1.945087552070617676e+00 2.544286549091339111e-01 2.048625648021697998e-01
1.188058555126190186e-01 5.612143039703369141e+00 1.032645553350448608e-01 1.149750128388404846e-01 1.158728078007698059e-01 1.147770062088966370e-01 1.000308319926261902e-01 1.011674478650093079e-01 1.103547438979148865e-01 1.189454555511474609e+00
1.131707876920700073e-01 3.203663825988769531e+00 1.182518675923347473e-01 2.289322376251220703e+00 2.649500608444213867e+00 1.046580195426940918e+00 1.032722890377044678e-01 1.008747741580009460e-01 1.174366593360900879e+00 5.139062404632568359e-01
1.255236119031906128e-01 1.397181302309036255e-01 1.160495728254318237e-01 3.601402521133422852e+00 1.223973274230957031e+00 6.240069866180419922e-01 2.423986345529556274e-01 1.020205095410346985e-01 7.583271026611328125e+00 1.296512186527252197e-01
1.219297051429748535e-01 9.648913145065307617e-02 1.054107844829559326e-01 1.436804085969924927e-01 1.043517217040061951e-01 1.844601035118103027e-01 1.022205501794815063e-01 1.509613543748855591e-01 2.485207557678222656e+00 1.284606307744979858e-01
2.206914663314819336e+00 1.191900596022605896e-01 2.540713071823120117e+00 5.156320929527282715e-01 2.739339828491210938e+00 2.171230316162109375e-01 4.778510630130767822e-01 4.203770458698272705e-01 1.799347639083862305e+00 1.913218200206756592e-01
3.935212790966033936e-01 9.144582599401473999e-02 1.199042722582817078e-01 8.261270523071289062e+00 1.712851524353027344e-01 2.915431261062622070e-01 7.069658637046813965e-01 2.049590200185775757e-01 1.110545024275779724e-01 2.371172666549682617e+00
1.628017544746398926e+00 2.910830497741699219e+00 1.023890733718872070e+00 1.615095138549804688e-01 9.989134073257446289e-01 2.154358863830566406e+00 4.643689095973968506e-01 2.055409669876098633e+00 4.115712642669677734e+00 8.367187380790710449e-01
2.788425683975219727e-01 2.616355657577514648e+00 4.898786246776580811e-01 1.344272494316101074e+00 5.068744182586669922e+00 1.431876868009567261e-01 1.013195738196372986e-01 1.219625771045684814e-01 1.381584554910659790e-01 4.647356569766998291e-01
2.053486585617065430e+00 6.392509937286376953e-01 1.375144869089126587e-01 1.779366135597229004e+00 1.562723219394683838e-01 1.168036460876464844e-01 9.999228268861770630e-02 1.068887263536453247e-01 1.802858710289001465e-01 1.241414099931716919e-01
1.147663742303848267e-01 1.030526086688041687e-01 1.862958371639251709e-01 1.212970241904258728e-01 1.068852543830871582e-01 2.170084863901138306e-01 1.241263389587402344e+00 2.701797723770141602e+00 1.139107719063758850e-01 5.645100593566894531e+00
1.177699193358421326e-01 9.257178008556365967e-02 8.530573248863220215e-01 1.325072050094604492e-01 1.071190536022186279e-01 2.709629535675048828e+00 1.371817439794540405e-01 1.053502440452575684e+00 1.717020720243453979e-01 1.577228426933288574e+00
2.926502704620361328e+00 3.163984537124633789e+00 1.044247373938560486e-01 3.839126527309417725e-01 1.265924274921417236e-01 4.381236076354980469e+00 1.588005870580673218e-01 3.904645442962646484e-01 1.685604602098464966e-01 1.212390512228012085e-01
3.756640851497650146e-01 5.287322402000427246e-01 6.938590407371520996e-01 6.114330768585205078e+00 1.513210982084274292e-01 7.503742218017578125e+00 3.097523450851440430e+00 5.284949541091918945e-01 1.769039750099182129e+00 4.163456857204437256e-01
1.517818868160247803e-01 7.380907535552978516e+00 2.756295502185821533e-01 2.164720296859741211e-01 7.138696312904357910e-01 3.092607498168945312e+00 3.808489739894866943e-01 2.034587144851684570e+00 4.383662700653076172e+00 1.738166093826293945e+00
2.618737936019897461e+00 6.303735733032226562e+00 4.333855438232421875e+01 3.777835464477539062e+01 2.680155563354492188e+01 6.038912773132324219e+00 2.506534576416015625e+01 6.629870891571044922e+00 3.142425727844238281e+01 2.472553443908691406e+01
