1.603664755821228027e+00 1.727859735488891602e+00 2.354176521301269531e+00 1.809616208076477051e+00 2.438882112503051758e+00
1.686122775077819824e+00 1.311784625053405762e+00 1.872962236404418945e+00 1.091759085655212402e+00 1.647412300109863281e+00
2.599919319152832031e+00 2.270990848541259766e+00 2.963339805603027344e+00 2.146364688873291016e+00 2.446079254150390625e+00
2.415844053030014038e-01 2.617723643779754639e-01 3.146132230758666992e-01 3.251426517963409424e-01 3.031055033206939697e-01
7.426441907882690430e-01 7.706545591354370117e-01 1.003608107566833496e+00 7.081873416900634766e-01 1.115249752998352051e+00
7.964699268341064453e-01 8.389685153961181641e-01 1.073693275451660156e+00 1.012935042381286621e+00 8.066963553428649902e-01
3.200726985931396484e+00 5.927990436553955078e+00 4.057498931884765625e+00 4.051976203918457031e+00 4.076763153076171875e+00
2.305820703506469727e+00 2.970291614532470703e+00 2.276624679565429688e+00 3.046903133392333984e+00 3.391690969467163086e+00
3.877019584178924561e-01 3.994243144989013672e-01 3.128099143505096436e-01 3.205056190490722656e-01 4.112484753131866455e-01
4.534369409084320068e-01 4.833076298236846924e-01 3.953399658203125000e-01 4.594174325466156006e-01 4.250945150852203369e-01
7.827911376953125000e-01 1.070375800132751465e+00 1.140677332878112793e+00 1.343284010887145996e+00 7.704395651817321777e-01
1.996039509773254395e+00 1.867326736450195312e+00 1.621918559074401855e+00 1.507318139076232910e+00 1.775201439857482910e+00
1.111868500709533691e+00 1.453821778297424316e+00 9.829259514808654785e-01 1.392555475234985352e+00 7.421461939811706543e-01
6.371362805366516113e-01 9.343567490577697754e-01 7.214401960372924805e-01 1.020083904266357422e+00 1.029885292053222656e+00
1.525785207748413086e+00 9.903864264488220215e-01 1.127137780189514160e+00 1.047580122947692871e+00 1.378340721130371094e+00
8.731939196586608887e-01 1.149388432502746582e+00 1.846813559532165527e+00 1.709652662277221680e+00 1.461089730262756348e+00
3.795878291130065918e-01 2.874428629875183105e-01 3.550088405609130859e-01 2.910933196544647217e-01 3.242063224315643311e-01
9.997259378433227539e-01 1.150753855705261230e+00 1.139163970947265625e+00 1.305002093315124512e+00 1.288056492805480957e+00
1.188920974731445312e+00 1.394778966903686523e+00 1.142411708831787109e+00 1.402818083763122559e+00 1.135797381401062012e+00
1.847334861755371094e+00 1.945902466773986816e+00 2.011825084686279297e+00 1.473472118377685547e+00 1.485672235488891602e+00
1.235447645187377930e+00 7.951647639274597168e-01 1.326995968818664551e+00 1.483880877494812012e+00 1.033276557922363281e+00
5.950776338577270508e-01 4.552578926086425781e-01 5.277360677719116211e-01 4.476392865180969238e-01 5.758016705513000488e-01
1.131723403930664062e+00 1.284244537353515625e+00 9.960486888885498047e-01 1.021083235740661621e+00 8.649280071258544922e-01
7.142577171325683594e-01 6.609336733818054199e-01 6.650947332382202148e-01 6.849812269210815430e-01 6.469582319259643555e-01
1.297272682189941406e+00 1.375948190689086914e+00 1.455593466758728027e+00 1.245345830917358398e+00 8.841435909271240234e-01
2.546100378036499023e+00 1.876106381416320801e+00 2.235543489456176758e+00 2.042422056198120117e+00 2.184073448181152344e+00
1.481652975082397461e+00 2.695428133010864258e+00 2.527579069137573242e+00 1.962137579917907715e+00 2.622784614562988281e+00
2.085099029541015625e+01 1.782332420349121094e+01 2.846741676330566406e+01 1.842443275451660156e+01 2.888219070434570312e+01
9.048703312873840332e-01 7.804528474807739258e-01 7.170751094818115234e-01 6.530569791793823242e-01 7.006262540817260742e-01
3.414853811264038086e+00 2.611107587814331055e+00 3.937391042709350586e+00 3.080570220947265625e+00 2.649559259414672852e+00
1.772611588239669800e-01 2.517981529235839844e-01 2.542096674442291260e-01 1.920134574174880981e-01 1.847860664129257202e-01
1.201496601104736328e+00 7.467533349990844727e-01 1.155533671379089355e+00 1.037107229232788086e+00 9.624191522598266602e-01
5.968435406684875488e-01 5.100717544555664062e-01 6.067465543746948242e-01 5.632193088531494141e-01 5.165436267852783203e-01
1.556341052055358887e+00 1.360038518905639648e+00 9.335228800773620605e-01 1.227947235107421875e+00 1.183555245399475098e+00
1.255949974060058594e+00 1.940566182136535645e+00 1.239607691764831543e+00 1.617438077926635742e+00 1.761841773986816406e+00
1.379630804061889648e+00 1.533099174499511719e+00 1.920972228050231934e+00 1.733970761299133301e+00 1.820813775062561035e+00
