3.599526286125183105e-01 3.988442122936248779e-01
8.845721483230590820e-01 7.728182673454284668e-01
2.660534679889678955e-01 4.497200846672058105e-01
1.225067600607872009e-01 1.703589111566543579e-01
9.444623589515686035e-01 1.101338267326354980e+00
4.099618792533874512e-01 5.094981789588928223e-01
2.674913704395294189e-01 1.700486391782760620e-01
8.752295970916748047e-01 9.928677082061767578e-01
6.738945245742797852e-01 6.695820689201354980e-01
2.419596672058105469e+00 3.181111812591552734e+00
8.578213453292846680e-01 7.655957341194152832e-01
1.706856489181518555e-01 1.057602837681770325e-01
6.109680533409118652e-01 5.885899066925048828e-01
1.320419013500213623e-01 1.356164216995239258e-01
1.174142241477966309e+00 1.092998623847961426e+00
1.464537382125854492e-01 2.393813729286193848e-01
1.467676877975463867e+00 1.434546351432800293e+00
2.095982074737548828e+00 1.697356939315795898e+00
1.598032474517822266e+00 1.499320626258850098e+00
1.664581298828125000e-01 1.942660361528396606e-01
8.667359501123428345e-02 7.938629388809204102e-02
1.681156396865844727e+00 1.324213385581970215e+00
1.987199783325195312e+00 1.577481627464294434e+00
9.759252071380615234e-01 8.762360215187072754e-01
5.616932511329650879e-01 5.446619987487792969e-01
2.158954143524169922e+00 1.989098191261291504e+00
4.067372977733612061e-01 6.223053932189941406e-01
5.920248627662658691e-01 7.422663569450378418e-01
6.929970979690551758e-01 5.747702121734619141e-01
2.293349206447601318e-01 2.837391793727874756e-01
7.391059398651123047e-01 7.820373773574829102e-01
3.306742012500762939e-01 3.098089694976806641e-01
2.216365814208984375e+00 2.395959854125976562e+00
1.343839883804321289e+00 8.574100732803344727e-01
1.256427764892578125e+00 1.087356448173522949e+00
2.970679044723510742e+00 1.960565805435180664e+00
3.202277123928070068e-01 3.623178601264953613e-01
7.018204927444458008e-01 5.238692164421081543e-01
2.532791495323181152e-01 4.286498725414276123e-01
5.127055048942565918e-01 5.426083207130432129e-01
1.522611826658248901e-01 1.408784985542297363e-01
1.391833662986755371e+00 1.425373792648315430e+00
2.057583034038543701e-01 1.806229352951049805e-01
1.195122241973876953e+00 1.181824088096618652e+00
1.604997515678405762e+00 1.382807850837707520e+00
2.817218899726867676e-01 2.655615508556365967e-01
1.214465275406837463e-01 1.714093536138534546e-01
2.848313570022583008e+00 3.473039627075195312e+00
6.529784798622131348e-01 6.818739175796508789e-01
2.261586934328079224e-01 2.278641611337661743e-01
3.061057031154632568e-01 2.751291692256927490e-01
4.599041640758514404e-01 5.190379619598388672e-01
5.221963882446289062e+00 4.586682319641113281e+00
2.345224171876907349e-01 3.038946986198425293e-01
1.351168304681777954e-01 2.000235766172409058e-01
5.042136311531066895e-01 4.498412609100341797e-01
3.101857602596282959e-01 3.216769695281982422e-01
2.466677188873291016e+00 3.463299751281738281e+00
1.305265307426452637e+00 1.216034770011901855e+00
3.872210979461669922e-01 4.477123320102691650e-01
1.875158101320266724e-01 1.565387994050979614e-01
2.780448675155639648e+00 3.228306531906127930e+00
6.051481962203979492e-01 6.533781290054321289e-01
1.572239398956298828e-01 2.540055215358734131e-01
7.880110144615173340e-01 9.696707129478454590e-01
1.429371982812881470e-01 2.007069289684295654e-01
4.799960851669311523e-01 4.738357961177825928e-01
4.643115997314453125e-01 5.399662256240844727e-01
3.471510112285614014e-01 5.211403369903564453e-01
2.941999137401580811e-01 3.881059587001800537e-01
1.965942680835723877e-01 1.812708377838134766e-01
3.067033886909484863e-01 2.661052644252777100e-01
1.473460674285888672e+00 1.403520703315734863e+00
2.818213403224945068e-01 3.666436672210693359e-01
1.138021826744079590e+00 1.221535086631774902e+00
5.596753358840942383e-01 5.972516536712646484e-01
2.611223459243774414e-01 1.594956070184707642e-01
8.375311493873596191e-01 8.700165152549743652e-01
1.707784533500671387e-01 2.068489193916320801e-01
3.237876594066619873e-01 3.334955573081970215e-01
6.162154078483581543e-01 7.182983756065368652e-01
8.599568009376525879e-01 7.634801864624023438e-01
5.246062874794006348e-01 7.500419020652770996e-01
2.410545945167541504e-01 1.793785393238067627e-01
2.005738615989685059e-01 1.941913813352584839e-01
4.084650874137878418e-01 3.170516192913055420e-01
2.696668803691864014e-01 2.943689823150634766e-01
4.428718686103820801e-01 4.937547445297241211e-01
1.008515730500221252e-01 8.220231533050537109e-02
1.257447004318237305e+00 1.448910117149353027e+00
3.806393444538116455e-01 3.277576863765716553e-01
1.764315009117126465e+00 2.371670961380004883e+00
1.047773480415344238e+00 1.125454306602478027e+00
1.529398858547210693e-01 1.064791381359100342e-01
5.614666938781738281e-01 6.966574788093566895e-01
4.521989524364471436e-01 5.351037979125976562e-01
1.278110861778259277e+00 1.099600076675415039e+00
1.214855611324310303e-01 1.207803785800933838e-01
5.420893430709838867e-01 6.231073737144470215e-01
4.545245170593261719e-01 3.978921175003051758e-01
8.255073428153991699e-01 8.650661706924438477e-01
6.512809395790100098e-01 7.172825336456298828e-01
8.392736315727233887e-01 7.924041748046875000e-01
3.023477792739868164e-01 2.704208195209503174e-01
3.967319726943969727e-01 5.141745805740356445e-01
3.706490993499755859e-01 3.207924664020538330e-01
7.605530023574829102e-01 7.692195177078247070e-01
1.553394794464111328e-01 2.137140333652496338e-01
5.875647664070129395e-01 5.021652579307556152e-01
4.238779246807098389e-01 5.041420459747314453e-01
4.758818745613098145e-01 6.465466618537902832e-01
4.875494837760925293e-01 3.567396402359008789e-01
3.865392208099365234e-01 3.977976441383361816e-01
8.091445565223693848e-01 4.512603282928466797e-01
2.683768570423126221e-01 2.703519761562347412e-01
5.970832705497741699e-01 5.011661648750305176e-01
2.972080945968627930e+00 2.549397230148315430e+00
1.464453339576721191e+00 1.429308533668518066e+00
7.337984442710876465e-01 5.596395134925842285e-01
3.320291340351104736e-01 3.590568304061889648e-01
4.132052361965179443e-01 7.002142667770385742e-01
3.972375988960266113e-01 2.438585311174392700e-01
3.831088066101074219e+00 3.216009616851806641e+00
1.093766987323760986e-01 2.170949280261993408e-01
3.969950079917907715e-01 5.645043253898620605e-01
2.848989069461822510e-01 3.467310369014739990e-01
1.221819281578063965e+00 1.079487562179565430e+00
1.876808702945709229e-01 1.732387095689773560e-01
9.364380240440368652e-01 1.143016099929809570e+00
7.815089225769042969e-01 1.212201476097106934e+00
1.645537376403808594e+00 1.747363209724426270e+00
4.517132043838500977e-01 7.885367274284362793e-01
9.803168773651123047e-01 1.166995048522949219e+00
7.518146038055419922e-01 9.380800127983093262e-01
3.801649212837219238e-01 4.209766387939453125e-01
2.373446702957153320e+00 1.548923492431640625e+00
