3.085850179195404053e-01 4.298346638679504395e-01 4.522168636322021484e-01 3.800980448722839355e-01 3.568769693374633789e-01 4.592785835266113281e-01 3.139578998088836670e-01 4.454235136508941650e-01 2.854139506816864014e-01 3.790297806262969971e-01
8.016307950019836426e-01 9.754809737205505371e-01 8.944444656372070312e-01 8.123078346252441406e-01 6.863113641738891602e-01 9.950591325759887695e-01 6.629192829132080078e-01 7.202801108360290527e-01 7.948902845382690430e-01 8.575914502143859863e-01
3.161418735980987549e-01 3.868048191070556641e-01 4.066942632198333740e-01 2.396098524332046509e-01 3.750940859317779541e-01 3.377287685871124268e-01 4.104402363300323486e-01 3.967269659042358398e-01 3.932700455188751221e-01 3.408422470092773438e-01
1.202663108706474304e-01 1.979094594717025757e-01 1.602257937192916870e-01 1.219986081123352051e-01 1.476846486330032349e-01 1.470556706190109253e-01 1.434641629457473755e-01 1.445329636335372925e-01 1.590607315301895142e-01 1.901185810565948486e-01
1.140501260757446289e+00 1.103417873382568359e+00 1.073140263557434082e+00 8.267344832420349121e-01 8.709954023361206055e-01 1.009070038795471191e+00 1.322922587394714355e+00 1.021586537361145020e+00 8.451418876647949219e-01 8.935649394989013672e-01
3.659642934799194336e-01 3.484845161437988281e-01 4.121983349323272705e-01 4.975896477699279785e-01 3.994152843952178955e-01 5.284969210624694824e-01 5.775524973869323730e-01 4.227684736251831055e-01 3.899790644645690918e-01 6.550643444061279297e-01
2.147598713636398315e-01 1.949361115694046021e-01 1.997399926185607910e-01 1.604533344507217407e-01 2.026699185371398926e-01 2.171537578105926514e-01 3.248797357082366943e-01 2.175428569316864014e-01 2.524572014808654785e-01 2.520148158073425293e-01
9.975703358650207520e-01 7.967988848686218262e-01 7.877506613731384277e-01 8.329039812088012695e-01 8.790236711502075195e-01 9.257800579071044922e-01 7.689428329467773438e-01 1.392038822174072266e+00 9.432085156440734863e-01 9.138744473457336426e-01
7.421345710754394531e-01 5.995499491691589355e-01 8.078863024711608887e-01 6.521169543266296387e-01 8.056434988975524902e-01 5.418088436126708984e-01 5.503824949264526367e-01 6.841980814933776855e-01 6.546667814254760742e-01 6.305676102638244629e-01
2.333920717239379883e+00 2.339262247085571289e+00 2.276140213012695312e+00 2.669541120529174805e+00 2.200502872467041016e+00 3.393120527267456055e+00 3.563530921936035156e+00 3.216087102890014648e+00 2.882425308227539062e+00 2.631064176559448242e+00
7.120419144630432129e-01 8.514867424964904785e-01 9.792432188987731934e-01 9.839158058166503906e-01 9.491129517555236816e-01 7.432554364204406738e-01 6.872782707214355469e-01 7.586045265197753906e-01 5.306261777877807617e-01 8.403646349906921387e-01
1.438725292682647705e-01 1.976395696401596069e-01 1.432948708534240723e-01 1.272144466638565063e-01 1.417249739170074463e-01 1.397007256746292114e-01 1.592810451984405518e-01 1.150149852037429810e-01 1.423569619655609131e-01 1.395480334758758545e-01
6.937310695648193359e-01 5.305808186531066895e-01 5.542902350425720215e-01 5.336798429489135742e-01 5.596272349357604980e-01 6.461520195007324219e-01 6.497224569320678711e-01 5.101850628852844238e-01 5.521595478057861328e-01 7.342655658721923828e-01
1.051951125264167786e-01 1.532684713602066040e-01 1.802429705858230591e-01 1.393331140279769897e-01 1.169931963086128235e-01 1.385809630155563354e-01 8.966320753097534180e-02 1.720136851072311401e-01 1.360657066106796265e-01 1.768119931221008301e-01
1.023033022880554199e+00 1.112196683883666992e+00 1.133699059486389160e+00 9.842041134834289551e-01 1.088006973266601562e+00 1.083130121231079102e+00 1.038774251937866211e+00 1.481299042701721191e+00 1.124877333641052246e+00 1.114733099937438965e+00
1.720547080039978027e-01 1.973688155412673950e-01 2.586461007595062256e-01 1.422486156225204468e-01 2.566210925579071045e-01 1.744283437728881836e-01 2.324996441602706909e-01 1.514315456151962280e-01 2.336886227130889893e-01 1.689972877502441406e-01
1.660026669502258301e+00 1.679784893989562988e+00 1.275096058845520020e+00 9.943220019340515137e-01 1.526642918586730957e+00 1.484563112258911133e+00 1.393744111061096191e+00 1.286110877990722656e+00 1.559170722961425781e+00 1.429840683937072754e+00
1.687453508377075195e+00 2.236378669738769531e+00 1.571031093597412109e+00 2.196068286895751953e+00 1.779528737068176270e+00 1.830505371093750000e+00 1.980387806892395020e+00 1.527469873428344727e+00 1.983771324157714844e+00 1.847408294677734375e+00
