2.600369453430175781e-01 1.317741844104602933e-04 1.065039614331908524e-04 2.105910331010818481e-03 1.695632934570312500e-01 1.230999268591403961e-02 2.724324876908212900e-04 1.962215825915336609e-02 1.181116895168088377e-04 1.092861421057023108e-04 1.315550471190363169e-04 6.656751065747812390e-05 2.617452666163444519e-02 1.096416744985617697e-04 3.978209942579269409e-02 1.042722761631011963e-01 1.919563510455191135e-03 2.507513761520385742e-01 1.001457785605452955e-04 9.798239625524729490e-05 1.202173734782263637e-04 1.459471095586195588e-04 9.152079373598098755e-02 8.334581070812419057e-05 1.276515237987041473e-02 1.065104952431283891e-04 1.114808910642750561e-04 2.612019306980073452e-04 1.481603831052780151e-04 1.707580871880054474e-03
1.116951316362246871e-04 1.271691406145691872e-03 1.037277543218806386e-04 1.105661940528079867e-04 8.773524314165115356e-03 1.210162372444756329e-04 1.250745117431506515e-04 1.097497734008356929e-04 1.087737837224267423e-04 1.072685263352468610e-04 1.308796054217964411e-04 6.214851600816473365e-05 7.609974272781983018e-05 1.047865735017694533e-04 9.644344390835613012e-05 1.366939977742731571e-04 8.218667790060862899e-05 8.366061002016067505e-02 9.219885396305471659e-05 9.204035450238734484e-05 1.225958764553070068e-02 1.318914582952857018e-04 7.232228381326422095e-05 7.824778003850951791e-05 9.264339314540848136e-05 1.018927359837107360e-04 1.115904451580718160e-04 1.049672864610329270e-04 1.452700962545350194e-04 1.459912806749343872e-01
1.068983910954557359e-04 1.266624167328700423e-04 1.011598360491916537e-04 1.109658114728517830e-04 9.149582911049947143e-05 1.848139017820358276e-01 1.174907156382687390e-04 1.081840673577971756e-04 3.024921007454395294e-02 1.021069838316179812e-04 1.382102054776623845e-04 6.215959729161113501e-05 7.496994658140465617e-05 1.038758855429477990e-04 7.982149720191955566e-02 1.388010859955102205e-04 7.798509614076465368e-05 1.312008680542930961e-04 9.529324597679078579e-05 9.244693501386791468e-05 1.170038522104732692e-04 1.310594234382733703e-04 2.458326634950935841e-04 7.425140938721597195e-05 9.010153007693588734e-05 9.720400703372433782e-05 1.063596791937015951e-04 1.055244938470423222e-04 1.436173333786427975e-04 7.925383746623992920e-02
1.097928252420388162e-04 1.781972497701644897e-02 1.021471689455211163e-04 6.443037837743759155e-02 2.832358144223690033e-02 1.344707707175984979e-04 1.236131502082571387e-04 3.363645672798156738e-01 2.906061010435223579e-03 1.092597012757323682e-04 1.355208369204774499e-04 6.383827712852507830e-05 7.292354479432106018e-03 1.037831971189007163e-04 1.050942955771461129e-04 1.464568194933235645e-04 8.265335054602473974e-05 1.381160254823043942e-04 9.588603279553353786e-05 7.407217286527156830e-03 1.187247398775070906e-04 1.359440357191488147e-04 7.705222378717735410e-05 7.530307630077004433e-05 1.517233848571777344e-01 1.040943752741441131e-04 1.110637094825506210e-04 1.087843265850096941e-04 1.533987815491855145e-04 1.073238672688603401e-04
1.140936074079945683e-04 1.295825204579159617e-04 1.044759119395166636e-04 1.105363844544626772e-04 9.485249029239639640e-05 1.249591005034744740e-04 1.931979134678840637e-02 1.127393989008851349e-04 1.257969852304086089e-04 1.487394049763679504e-02 1.363762276014313102e-04 6.818728434154763818e-05 7.795121928211301565e-05 1.112317186198197305e-04 4.345251712948083878e-03 1.422247878508642316e-04 9.893914684653282166e-04 1.370212121400982141e-04 9.655133908381685615e-05 9.467961353948339820e-05 6.218158453702926636e-02 1.359184097964316607e-04 7.403709605569019914e-05 5.219108425080776215e-03 2.800734341144561768e-01 1.536271721124649048e-01 1.155083737103268504e-04 1.020593270659446716e-01 2.333112619817256927e-02 1.535617560148239136e-01
1.124657923355698586e-03 5.920983967371284962e-04 1.040407660184428096e-04 1.124709233408793807e-04 9.759877866599708796e-05 2.637810111045837402e-01 1.237588439835235476e-04 2.919497899711132050e-02 2.876013703644275665e-02 1.310227066278457642e-01 1.354901178274303675e-04 1.228340938687324524e-01 1.380251371301710606e-03 1.074672327376902103e-04 9.582951315678656101e-05 1.446244277758523822e-04 2.456501126289367676e-01 1.457195612601935863e-04 1.021889474941417575e-04 9.064816549653187394e-05 1.053432002663612366e-02 1.370133541058748960e-04 8.297633758047595620e-05 8.352844417095184326e-02 1.180113013833761215e-02 4.511058703064918518e-02 1.086606134776957333e-04 1.546783894300460815e-01 1.546912099001929164e-04 3.258845955133438110e-02
1.178074307972565293e-04 1.276060356758534908e-04 1.039757771650329232e-04 2.204666379839181900e-03 9.652556764194741845e-05 4.056335240602493286e-02 1.166781221400015056e-04 1.082525050151161849e-04 1.110096927732229233e-04 1.051370418281294405e-04 1.261832076124846935e-04 3.607785329222679138e-02 7.927687693154439330e-05 1.047896294039674103e-04 9.074047207832336426e-02 1.494230818934738636e-04 8.558919944334775209e-05 1.347343641100451350e-04 1.300682276487350464e-01 9.450245124753564596e-05 1.174826757051050663e-04 1.343164767604321241e-04 3.243531286716461182e-02 7.924626697786152363e-05 9.209872951032593846e-05 1.000385818770155311e-04 1.073057646863162518e-04 1.067595003405585885e-04 1.520625955890864134e-04 1.059306523529812694e-04
8.257216215133666992e-02 1.300322182942181826e-04 2.238006703555583954e-02 1.112727186409756541e-04 1.009238767437636852e-04 2.069075964391231537e-02 4.343762993812561035e-03 1.127829527831636369e-04 1.134942067437805235e-04 6.728802621364593506e-02 1.353056431980803609e-04 6.459471478592604399e-05 7.779996667522937059e-05 1.065977412508800626e-04 2.926167100667953491e-03 1.423949142917990685e-04 3.090471327304840088e-01 1.381502224830910563e-04 9.726763528306037188e-05 1.013572982628829777e-04 1.969646848738193512e-02 1.488650596002116799e-04 6.156578287482261658e-02 7.870254921726882458e-05 9.417574619874358177e-05 1.065460819518193603e-04 1.073832172551192343e-04 3.293179720640182495e-02 1.463116204831749201e-04 6.608879659324884415e-03
1.078693821909837425e-04 1.320846640737727284e-04 9.696008055470883846e-05 1.089156867237761617e-04 9.472350211581215262e-05 1.270379434572532773e-04 1.189684771816246212e-04 1.084660398191772401e-04 1.069188510882668197e-04 1.038053669617511332e-04 1.305382320424541831e-04 6.201882933964952826e-05 7.306415500352159142e-05 1.033504813676699996e-04 2.381425723433494568e-02 1.351658429484814405e-04 7.979171641636639833e-05 1.403652131557464600e-04 9.408584446646273136e-05 1.151047690655104816e-04 1.113515318138524890e-04 1.336919813184067607e-04 1.910451427102088928e-02 7.685951277380809188e-05 9.028705244418233633e-05 1.007084138109348714e-04 1.099826695281080902e-04 1.061405200744047761e-04 1.528265711385756731e-04 3.149003088474273682e-01
1.615049093961715698e-01 1.358855370199307799e-04 1.028471597237512469e-04 1.119081571232527494e-04 5.652986466884613037e-02 1.817464381456375122e-01 1.217604803969152272e-04 1.121858949773013592e-04 1.160234896815381944e-04 1.076135231414809823e-04 1.315752306254580617e-04 6.524141412228345871e-03 7.931078289402648807e-05 1.100201334338635206e-04 7.647332549095153809e-02 1.446864771423861384e-04 4.461592063307762146e-02 1.361337926937267184e-04 1.012263819575309753e-02 1.491154194809496403e-03 3.743947669863700867e-02 1.440260093659162521e-04 1.184915304183959961e-01 8.132358198054134846e-05 9.414282249053940177e-05 1.056244000210426748e-04 1.110477896872907877e-04 2.319864695891737938e-03 1.603690034244209528e-04 2.009984254837036133e-01
