2.609522342681884766e-01 3.944662213325500488e-01 4.819109737873077393e-01 3.331764638423919678e-01 4.264461696147918701e-01
9.832074642181396484e-01 8.204740881919860840e-01 8.269369006156921387e-01 6.160985231399536133e-01 8.704282045364379883e-01
3.764405846595764160e-01 3.175342679023742676e-01 4.661487042903900146e-01 3.114322423934936523e-01 3.197978138923645020e-01
1.566960513591766357e-01 1.271976381540298462e-01 1.234215721487998962e-01 1.295454502105712891e-01 2.073829025030136108e-01
1.108340144157409668e+00 7.854446768760681152e-01 1.049310445785522461e+00 6.812911629676818848e-01 1.456129550933837891e+00
4.012116491794586182e-01 4.823879897594451904e-01 4.793676733970642090e-01 5.633817315101623535e-01 3.705264627933502197e-01
1.782876700162887573e-01 2.702469229698181152e-01 2.270472347736358643e-01 1.859147399663925171e-01 2.391080260276794434e-01
6.820873022079467773e-01 9.387493729591369629e-01 8.963069319725036621e-01 9.679373502731323242e-01 1.160734176635742188e+00
8.096408247947692871e-01 6.669350862503051758e-01 6.681028604507446289e-01 5.311943292617797852e-01 6.662702560424804688e-01
2.592708826065063477e+00 3.067590951919555664e+00 2.842465162277221680e+00 2.496055603027343750e+00 2.889327287673950195e+00
6.673447489738464355e-01 7.289821505546569824e-01 7.778105139732360840e-01 1.068387269973754883e+00 7.966298460960388184e-01
1.285157054662704468e-01 1.548650711774826050e-01 1.366648823022842407e-01 1.125915721058845520e-01 1.695713698863983154e-01
5.868550539016723633e-01 6.548234224319458008e-01 5.978753566741943359e-01 6.481947302818298340e-01 5.004348158836364746e-01
1.225244477391242981e-01 1.406140327453613281e-01 1.428459584712982178e-01 1.543289572000503540e-01 1.212711855769157410e-01
1.325457692146301270e+00 9.253371357917785645e-01 1.223280787467956543e+00 9.119127988815307617e-01 1.239741206169128418e+00
2.454874962568283081e-01 1.365119218826293945e-01 1.898736357688903809e-01 1.771572083234786987e-01 2.254824489355087280e-01
1.327693700790405273e+00 1.362128615379333496e+00 1.654701590538024902e+00 1.391730785369873047e+00 1.464269876480102539e+00
2.061071157455444336e+00 2.254710674285888672e+00 1.750195980072021484e+00 1.764937162399291992e+00 1.571418404579162598e+00
1.473829150199890137e+00 1.784936547279357910e+00 1.231893062591552734e+00 1.543449521064758301e+00 1.652457952499389648e+00
1.876229494810104370e-01 1.779062151908874512e-01 1.785707622766494751e-01 1.861989796161651611e-01 1.817538142204284668e-01
7.367287576198577881e-02 8.066512644290924072e-02 9.325667470693588257e-02 8.779345452785491943e-02 9.444437921047210693e-02
1.812471747398376465e+00 1.436205983161926270e+00 1.385791897773742676e+00 1.199259042739868164e+00 1.616137146949768066e+00
